rosbagTimestamp,x,y,z,roll,pitch,yaw,front,back,up,left,right,zrange,deltaX,deltaY,outlierCount,accX,accY,accZ,gyroX,gyroY,gyroZ,ref_x,ref_y,ref_z,ref_roll,ref_pitch,ref_yaw
1551189609243164877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104947812855,2.74890971184,0.199284315109,3.12767759206,-3.12988333113,0.0541816610711
1551189609253398670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104951374233,2.74891638756,0.199297249317,3.12769679801,-3.1297099037,0.0540818222185
1551189609263251413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104944117367,2.74891734123,0.199301734567,3.12767330945,-3.13001502621,0.0540601907225
1551189609273418611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104954659939,2.7489066124,0.199300244451,3.12723923999,-3.1295793249,0.0538344687319
1551189609283536149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104953281581,2.7489066124,0.199298813939,3.12786279844,-3.12940210726,0.0540247243792
1551189609293502575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104963578284,2.74890756607,0.199291452765,3.12722558948,-3.12938483951,0.0542456991992
1551189609303344290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104951404035,2.74891376495,0.199300006032,3.12777347882,-3.12988032281,0.0539764615675
1551189609313442651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10496275872,2.74891781807,0.199290633202,3.12747361508,-3.1292655729,0.0541187076528
1551189609323439092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104945763946,2.74893426895,0.199300915003,3.12814286759,-3.12995199063,0.0539597047834
1551189609333275848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10495018959,2.74891996384,0.199293255806,3.12785732603,-3.12924295996,0.0540021321069
1551189609343192800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104951456189,2.74892401695,0.1992983073,3.12752510769,-3.12928080389,0.0538634604501
1551189609353530430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104944847524,2.74891781807,0.199284702539,3.12764838978,-3.12966546813,0.0539501702063
1551189609363492825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104954630136,2.74891471863,0.199286863208,3.12751679401,-3.12937647581,0.0540414840255
1551189609373582133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104962475598,2.74891352654,0.199291542172,3.12778957701,-3.12996331434,0.0539452375584
1551189609383496442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104944586754,2.74892258644,0.199279487133,3.12787123166,-3.12955714276,0.0540990572263
