rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1551189609239969839,,0,,1551189609,239520908,"""world""",,,2.74892234802,0.199294775724,0.104961015284,,0.00620959606022,0.00718614878133,-0.99959218502,-0.0269329510629
1551189609240027429,,1,,1551189609,239693594,"""world""",,,2.74890971184,0.199284315109,0.104947812855,,0.00604079570621,0.00711338641122,-0.999590694904,-0.02704568021
1551189609249639821,,2,,1551189609,249245490,"""world""",,,2.74891638756,0.199297249317,0.104951374233,,0.00612687552348,0.00710584549233,-0.999591588974,-0.0269952230155
1551189609259001993,,3,,1551189609,258612132,"""world""",,,2.74891734123,0.199301734567,0.104944117367,,0.00597461964935,0.00711340550333,-0.999592661858,-0.0269854236394
1551189609269581202,,4,,1551189609,269141478,"""world""",,,2.7489066124,0.199300244451,0.104954659939,,0.00619744649157,0.00733557436615,-0.999592840672,-0.0268697142601
1551189609280163958,,5,,1551189609,279707085,"""world""",,,2.74892091751,0.199286714196,0.104963764548,,0.00627560680732,0.00714678596705,-0.999592006207,-0.0269322078675
1551189609280217694,,6,,1551189609,279807376,"""world""",,,2.7489066124,0.199298813939,0.104953281581,,0.00627827877179,0.00702686468139,-0.999591946602,-0.0269661117345
1551189609289717024,,7,,1551189609,289304053,"""world""",,,2.74890756607,0.199291452765,0.104963578284,,0.00629627564922,0.00734622450545,-0.999586641788,-0.0270744897425
1551189609299149776,,8,,1551189609,298702627,"""world""",,,2.74891376495,0.199300006032,0.104951404035,,0.00604031048715,0.00706492224708,-0.999593853951,-0.0269434023649
1551189609309773155,,9,,1551189609,309352830,"""world""",,,2.74891781807,0.199290633202,0.10496275872,,0.00635208934546,0.00722349854186,-0.999588906765,-0.0270113702863
1551189609319288758,,10,,1551189609,318851157,"""world""",,,2.74893426895,0.199300915003,0.104945763946,,0.00599945895374,0.00687928916886,-0.999595463276,-0.0269363857806
1551189609329853654,,11,,1551189609,329409722,"""world""",,,2.74891877174,0.199289232492,0.104945406318,,0.00631058262661,0.00711558479816,-0.999590158463,-0.0270025338978
1551189609329932614,,12,,1551189609,329484119,"""world""",,,2.74891996384,0.199293255806,0.10495018959,,0.00635781791061,0.00703167775646,-0.999591708183,-0.0269542429596
1551189609339319521,,13,,1551189609,338888446,"""world""",,,2.74892401695,0.1992983073,0.104951456189,,0.00634290510789,0.007196795661,-0.999592542648,-0.0268840156496
1551189609349950145,,14,,1551189609,349486166,"""world""",,,2.74891781807,0.199284702539,0.104944847524,,0.00614928919822,0.0071302591823,-0.999593019485,-0.0269291158766
1551189609359507153,,15,,1551189609,359110865,"""world""",,,2.74891471863,0.199286863208,0.104954630136,,0.00629581185058,0.00720019126311,-0.999590396881,-0.0269733089954
1551189609370005831,,16,,1551189609,369613140,"""world""",,,2.74891352654,0.199291542172,0.104962475598,,0.00599850900471,0.00705567002296,-0.999594509602,-0.0269281361252
1551189609379696890,,17,,1551189609,379262735,"""world""",,,2.74892091751,0.199303761125,0.104945316911,,0.00614517554641,0.0071928310208,-0.999591350555,-0.026975331828
1551189609379747379,,18,,1551189609,379337237,"""world""",,,2.74892258644,0.199279487133,0.104944586754,,0.00620092824101,0.00702077662572,-0.999591529369,-0.0270038358867
1551189609389272454,,19,,1551189609,388892591,"""world""",,,2.74891972542,0.199291944504,0.104947634041,,0.00618862593547,0.00708439806476,-0.999592125416,-0.0269671361893
1551189609399903397,,20,,1551189609,399453717,"""world""",,,2.74891591072,0.199283018708,0.104947373271,,0.00634939130396,0.00712480396032,-0.999587953091,-0.0270741060376
1551189609409596389,,21,,1551189609,409116887,"""world""",,,2.7489156723,0.199287325144,0.104956246912,,0.00626610452309,0.00704397493973,-0.999592721462,-0.0269350670278
1551189609420167554,,22,,1551189609,419684975,"""world""",,,2.74892711639,0.199281871319,0.10494133085,,0.00615702616051,0.00711101153865,-0.999592125416,-0.0269677247852
1551189609429813793,,23,,1551189609,429342048,"""world""",,,2.74891901016,0.199287578464,0.10495005548,,0.00616307649761,0.00699656829238,-0.999591827393,-0.0270076114684
1551189609429870247,,24,,1551189609,429420057,"""world""",,,2.74891471863,0.199295073748,0.104944482446,,0.00626607239246,0.00702978856862,-0.999594867229,-0.0268596988171
1551189609439358815,,25,,1551189609,438954603,"""world""",,,2.74891519547,0.199299424887,0.104939326644,,0.00615109270439,0.0071710483171,-0.999593377113,-0.0269025824964
1551189609449968055,,26,,1551189609,449519541,"""world""",,,2.7489054203,0.199265658855,0.104947321117,,0.00624834606424,0.00724609429017,-0.999590933323,-0.0269533991814
1551189609459633967,,27,,1551189609,459179930,"""world""",,,2.74892544746,0.199293985963,0.104949250817,,0.00593523867428,0.00702148443088,-0.99959731102,-0.0268477313221
1551189609469074750,,28,,1551189609,468604393,"""world""",,,2.74891281128,0.199279397726,0.104948662221,,0.00631174305454,0.00724874949083,-0.999591767788,-0.0269046816975
1551189609479611875,,29,,1551189609,479174504,"""world""",,,2.7489168644,0.199266627431,0.104940295219,,0.00612584361807,0.00711570307612,-0.999590277672,-0.0270412135869
1551189609479644609,,30,,1551189609,479248386,"""world""",,,2.74891352654,0.199286371469,0.104942560196,,0.00593850715086,0.00688904430717,-0.999592721462,-0.0270488336682
1551189609489136039,,31,,1551189609,488691479,"""world""",,,2.74891400337,0.199279621243,0.10493863374,,0.00603597192094,0.00691661331803,-0.999592125416,-0.0270444042981
1551189609499684022,,32,,1551189609,499220385,"""world""",,,2.74891328812,0.19928611815,0.104935511947,,0.00633066706359,0.00717565091327,-0.999591648579,-0.0269266702235
