rosbagTimestamp,size,header,data
1551189616544325954,10,84,"[3, 23, 1, 241, 74, 195, 85, 16, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
