rosbagTimestamp,size,header,data
1553088642082778758,10,84,"[3, 23, 1, 241, 74, 195, 85, 16, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
