rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1552833739614501317,,7,,1552833739,614361012,"""cf1/base_link""","[0.49878090620040894, 0.500297486782074, 0.05199192836880684]"
1552833739626595256,,8,,1552833739,626451392,"""cf1/base_link""","[0.5004748106002808, 0.5002990961074829, 0.05160270631313324]"
1552833739646068914,,9,,1552833739,645900703,"""cf1/base_link""","[0.49950864911079407, 0.5000222325325012, 0.054727952927351]"
1552833739665028567,,10,,1552833739,664866663,"""cf1/base_link""","[0.5007181167602539, 0.5002939701080322, 0.05155766010284424]"
1552833739685582498,,11,,1552833739,685440779,"""cf1/base_link""","[0.4997684061527252, 0.5000144839286804, 0.05566252022981644]"
1552833739706406373,,12,,1552833739,706302447,"""cf1/base_link""","[0.5007072687149048, 0.5000295042991638, 0.05414533242583275]"
1552833739725440750,,13,,1552833739,725336962,"""cf1/base_link""","[0.4990540146827698, 0.5000501871109009, 0.05242235213518143]"
1552833739750678884,,14,,1552833739,750584123,"""cf1/base_link""","[0.5004808306694031, 0.500274658203125, 0.05384733900427818]"
1552833739766104310,,15,,1552833739,765999369,"""cf1/base_link""","[0.5007503032684326, 0.5003257989883423, 0.04993114247918129]"
1552833739784902848,,16,,1552833739,784824544,"""cf1/base_link""","[0.5005093216896057, 0.5003107190132141, 0.051648546010255814]"
1552833739805868976,,17,,1552833739,805762093,"""cf1/base_link""","[0.5007386207580566, 0.5003468990325928, 0.04839706048369408]"
1552833739826427906,,18,,1552833739,826367189,"""cf1/base_link""","[0.5007124543190002, 0.5003836154937744, 0.04486323893070221]"
1552833739846251643,,19,,1552833739,846080777,"""cf1/base_link""","[0.49973809719085693, 0.5003894567489624, 0.04444556310772896]"
1552833739874546703,,20,,1552833739,874330434,"""cf1/base_link""","[0.5004606246948242, 0.5003939270973206, 0.0443161278963089]"
1552833739884926373,,21,,1552833739,884762124,"""cf1/base_link""","[0.5006961226463318, 0.5004116892814636, 0.04277753829956055]"
1552833739905660288,,22,,1552833739,905521058,"""cf1/base_link""","[0.49972566962242126, 0.5003911852836609, 0.045087143778800964]"
1552833739926982981,,23,,1552833739,926741203,"""cf1/base_link""","[0.5004583597183228, 0.5003964900970459, 0.044251423329114914]"
1552833739945345454,,24,,1552833739,945123991,"""cf1/base_link""","[0.5007131099700928, 0.5003942251205444, 0.04450623691082001]"
1552833739965030749,,25,,1552833739,964782974,"""cf1/base_link""","[0.500709056854248, 0.500163733959198, 0.043416112661361694]"
1552833739985359964,,26,,1552833739,985038474,"""cf1/base_link""","[0.4999852478504181, 0.5004122257232666, 0.042731158435344696]"
1552833740007923567,,27,,1552833740,7757811,"""cf1/base_link""","[0.4997252821922302, 0.5004072189331055, 0.043570686131715775]"
1552833740024851678,,28,,1552833740,24612167,"""cf1/base_link""","[0.4994959831237793, 0.5003939867019653, 0.04479343444108963]"
1552833740044539440,,29,,1552833740,44269350,"""cf1/base_link""","[0.5006822943687439, 0.5003896951675415, 0.045489322394132614]"
1552833740064126938,,30,,1552833740,63807592,"""cf1/base_link""","[0.4997306168079376, 0.5003905892372131, 0.045498378574848175]"
1552833740085886713,,31,,1552833740,85624920,"""cf1/base_link""","[0.5004437565803528, 0.5001699328422546, 0.044013701379299164]"
1552833740105571029,,32,,1552833740,105287767,"""cf1/base_link""","[0.4999632239341736, 0.5004017353057861, 0.04470982775092125]"
1552833740130703405,,33,,1552833740,130457019,"""cf1/base_link""","[-0.0010720528662204742, 5.668051016982645e-06, -8.530914783477783e-07]"
1552833740145749437,,34,,1552833740,145437901,"""cf1/base_link""","[-0.0004838109598495066, 4.4831908780906815e-06, 0.06397351622581482]"
1552833740164384511,,35,,1552833740,164053719,"""cf1/base_link""","[-0.00011846899724332616, -0.00029131490737199783, 0.0627780482172966]"
1552833740185560533,,36,,1552833740,185198108,"""cf1/base_link""","[-0.0019734047818928957, 8.18635271571111e-06, 0.0543084591627121]"
1552833740204492993,,37,,1552833740,204111137,"""cf1/base_link""","[-0.0019380603916943073, 1.1545676898094825e-05, 0.05613299086689949]"
1552833740225252141,,38,,1552833740,224910220,"""cf1/base_link""","[-0.0010456497548148036, 1.0296374966856092e-05, 0.050493936985731125]"
1552833740254844233,,39,,1552833740,254545688,"""cf1/base_link""","[-0.0002804968098644167, 1.4939316315576434e-05, 0.04805220663547516]"
1552833740264270159,,40,,1552833740,263904821,"""cf1/base_link""","[-2.463630517013371e-05, 2.3208087441162206e-05, 0.04898438975214958]"
1552833740285104920,,41,,1552833740,284804353,"""cf1/base_link""","[-0.0012449511559680104, 2.7607402444118634e-05, 0.04918660596013069]"
1552833740304096702,,42,,1552833740,303757132,"""cf1/base_link""","[-0.00044177169911563396, 2.591517477412708e-05, 0.04781785607337952]"
1552833740324911977,,43,,1552833740,324566980,"""cf1/base_link""","[-0.0007931883446872234, 1.0959043720504269e-05, 0.04810464754700661]"
1552833740345748763,,44,,1552833740,345406991,"""cf1/base_link""","[-0.0013847697991877794, 2.4349970772163942e-05, 0.04768884927034378]"
1552833740364468436,,45,,1552833740,364132113,"""cf1/base_link""","[-0.00045377237256616354, 3.254677721997723e-05, 0.04872400313615799]"
1552833740392177572,,46,,1552833740,391879022,"""cf1/base_link""","[-0.0015801005065441132, 5.429569137049839e-05, 0.04636241868138313]"
1552833740405187046,,47,,1552833740,404882540,"""cf1/base_link""","[-0.0001897683396236971, 3.489170558168553e-05, 0.050100378692150116]"
1552833740424113479,,48,,1552833740,423732404,"""cf1/base_link""","[-0.00031285377917811275, -0.00014772893337067217, 0.049799684435129166]"
1552833740444781669,,49,,1552833740,444481248,"""cf1/base_link""","[-0.0003035393019672483, 3.8113492337288335e-05, 0.04805634170770645]"
1552833740463701978,,50,,1552833740,463406521,"""cf1/base_link""","[-0.000255042192293331, -0.0001245196908712387, 0.047858063131570816]"
1552833740483786856,,51,,1552833740,483538388,"""cf1/base_link""","[-0.0008619508007541299, -0.00014977078535594046, 0.04770250618457794]"
1552833740503582522,,52,,1552833740,503302475,"""cf1/base_link""","[-0.0013188543962314725, -0.00018804568389896303, 0.049586325883865356]"
1552833740523739311,,53,,1552833740,523539060,"""cf1/base_link""","[-0.0002503981231711805, -1.4886612916598096e-05, 0.04942413419485092]"
1552833740543821630,,54,,1552833740,543649339,"""cf1/base_link""","[-0.0006132496637292206, 3.607402049965458e-06, 0.049951840192079544]"
1552833740563547615,,55,,1552833740,563399674,"""cf1/base_link""","[-0.00022326780890580267, 1.2698236787400674e-05, 0.050284478813409805]"
1552833740583279494,,56,,1552833740,583131483,"""cf1/base_link""","[-0.000621013343334198, 4.234199514030479e-05, 0.04832599312067032]"
1552833740603845996,,57,,1552833740,603548784,"""cf1/base_link""","[-6.045350164640695e-05, 5.051697735325433e-05, 0.048208244144916534]"
1552833740624449113,,58,,1552833740,624131941,"""cf1/base_link""","[-0.0006691831513307989, 4.961056401953101e-05, 0.048504505306482315]"
1552833740653042481,,59,,1552833740,652664245,"""cf1/base_link""","[-0.00041687546763569117, 6.432846566895023e-05, 0.047515619546175]"
1552833740663880944,,60,,1552833740,663625424,"""cf1/base_link""","[-0.0002945074811577797, 6.183584628161043e-05, 0.047807544469833374]"
1552833740685102448,,61,,1552833740,684693343,"""cf1/base_link""","[-0.0006769625470042229, -0.00010776639101095498, 0.04871734604239464]"
1552833740703815425,,62,,1552833740,703531178,"""cf1/base_link""","[-0.000771408318541944, 1.27531911857659e-05, 0.04953713342547417]"
1552833740724053296,,63,,1552833740,723787529,"""cf1/base_link""","[-0.00011174150859005749, 5.372832310968079e-05, 0.04749744012951851]"
1552833740742513627,,64,,1552833740,742206674,"""cf1/base_link""","[-0.0013871000846847892, -7.083352829795331e-05, 0.04506336525082588]"
1552833740763456819,,65,,1552833740,763080122,"""cf1/base_link""","[-0.0007476458558812737, 1.1996030480077025e-05, 0.05138707906007767]"
1552833740788688563,,66,,1552833740,788427190,"""cf1/base_link""","[-0.00036858912790194154, 1.2915300430904608e-05, 0.050529565662145615]"
1552833740803820043,,67,,1552833740,803514355,"""cf1/base_link""","[-0.00029043524409644306, -0.00017518548702355474, 0.05180423706769943]"
1552833740824145968,,68,,1552833740,823889346,"""cf1/base_link""","[-0.0002350416616536677, 3.060114977415651e-05, 0.04942311346530914]"
1552833740842775269,,69,,1552833740,842511818,"""cf1/base_link""","[-0.00028772070072591305, -0.00014605798060074449, 0.050379686057567596]"
1552833740863491230,,70,,1552833740,863207116,"""cf1/base_link""","[-0.0007462317007593811, 1.4867047866573557e-05, 0.05156567320227623]"
1552833740883870940,,71,,1552833740,883565077,"""cf1/base_link""","[-0.0002189502993132919, 5.079574475530535e-05, 0.04920997843146324]"
1552833740902173689,,72,,1552833740,901918175,"""cf1/base_link""","[-0.001004719058983028, 3.490686140139587e-05, 0.05141744017601013]"
1552833740923595631,,73,,1552833740,923359735,"""cf1/base_link""","[-0.0009728397708386183, 4.632277705240995e-05, 0.050819579511880875]"
1552833740943989412,,74,,1552833740,943642162,"""cf1/base_link""","[-0.0005763827939517796, 5.294468064676039e-05, 0.05021464452147484]"
1552833740962295453,,75,,1552833740,962016366,"""cf1/base_link""","[-0.0013403479242697358, -0.00014603440649807453, 0.05008361488580704]"
1552833740982769102,,76,,1552833740,982422492,"""cf1/base_link""","[-0.00025178908254019916, 9.972383850254118e-06, 0.05085282772779465]"
1552833741003283531,,77,,1552833741,2943562,"""cf1/base_link""","[-0.0007364832563325763, 5.905012585571967e-05, 0.048102326691150665]"
1552833741023819526,,78,,1552833741,23472511,"""cf1/base_link""","[-0.0012448483612388372, -0.00011833753524115309, 0.04937480762600899]"
1552833741052609590,,79,,1552833741,52231746,"""cf1/base_link""","[-0.0003014869289472699, -0.00012672721641138196, 0.047934211790561676]"
1552833741063446798,,80,,1552833741,63136873,"""cf1/base_link""","[-0.0002808870340231806, 2.249090357508976e-05, 0.04907383397221565]"
1552833741082114141,,81,,1552833741,81779566,"""cf1/base_link""","[-0.0012863795273005962, 7.283714512595907e-05, 0.046862680464982986]"
1552833741102846635,,82,,1552833741,102528247,"""cf1/base_link""","[-0.00038937790668569505, 8.298599277622998e-05, 0.04723270982503891]"
1552833741123059505,,83,,1552833741,122796690,"""cf1/base_link""","[-8.701161277713254e-05, 8.991493814392015e-05, 0.047276828438043594]"
1552833741141465955,,84,,1552833741,141205685,"""cf1/base_link""","[-0.00024794499040581286, 9.001917351270095e-05, 0.04647250100970268]"
1552833741161916869,,85,,1552833741,161600443,"""cf1/base_link""","[-0.0002423759869998321, 9.30149617488496e-05, 0.0473615825176239]"
1552833741183093248,,86,,1552833741,182738218,"""cf1/base_link""","[-0.0007416874286718667, 0.0001096960695576854, 0.046601079404354095]"
1552833741201961274,,87,,1552833741,201602172,"""cf1/base_link""","[-0.00029335246654227376, 0.00011327049287501723, 0.04673727974295616]"
1552833741224830212,,88,,1552833741,224470756,"""cf1/base_link""","[-0.0008273891289718449, 0.00010555859626038, 0.04763401672244072]"
1552833741241358472,,89,,1552833741,240999268,"""cf1/base_link""","[-0.0014147988986223936, -7.313191599678248e-05, 0.04566427320241928]"
1552833741262356172,,90,,1552833741,261958957,"""cf1/base_link""","[-0.00010844843200175092, 8.24404924060218e-05, 0.04721515625715256]"
