rosbagTimestamp,x,y,z,roll,pitch,yaw,front,back,up,left,right,zrange,ref_x,ref_y,ref_z,ref_roll,ref_pitch,ref_yaw,front_x,front_y,front_z,back_x,back_y,back_z,left_x,left_y,left_z,right_x,right_y,right_z
[nsec],[meter],[meter],[meter],[rad],[rad],[rad],[mm],[mm],[mm],[mm],[mm],[mm],[pixel],[meter],[meter],[meter],[radian],[radian],[radian],[meter],[meter],[meter],[meter],[meter],[meter],[meter],[meter],[meter],[meter],[meter]
since ros start,world coord.,world coord.,world coord.,world coord.,world coord.,world coord.,LC,LC,LC,LC,LC,LC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC,WC
1.5528337411466E+018,-0.000247945,9.00191735127E-05,0.046472501,0.0109482272,-0.0057921626,0.0003001281,1.482,1.716,3.906,3.123,0.544,0.041,-0.0472768284,-8.70116127771E-05,8.99149381439E-05,0.0109499655,0.0057921629,0.0003001231,1.481659896,0.0003324466,0.0586229351,-1.7172830913,-0.0004517691,0.0501808307,-0.0021753888,3.1228879736,0.0808307989,-0.0001772914,-0.5438832909,0.0411792307
1.55283374116669E+018,-0.000242376,0.000093015,0.0473615825,0.01113203,-0.0058608592,0.0003002284,1.482,1.716,3.906,3.123,0.544,0.041,-0.0473615825,-0.000242376,0.000093015,0.0111337896,0.0058608594,0.0003002232,1.481659896,0.0003324466,0.0586229351,-1.7172830913,-0.0004517691,0.0501808307,-0.0021753888,3.1228879736,0.0808307989,-0.0001772914,-0.5438832909,0.0411792307
1.55283374118671E+018,-0.0007416874,0.0001096961,0.0466010794,0.0112360587,-0.000767416,0.0003036261,1.484,1.716,3.906,3.123,0.544,0.044,-0.0473615825,-0.000242376,0.000093015,0.0111337896,0.0058608594,0.0003002232,1.481659896,0.0003324466,0.0586229351,-1.7172830913,-0.0004517691,0.0501808307,-0.0021753888,3.1228879736,0.0808307989,-0.0001772914,-0.5438832909,0.0411792307
1.5528337412068E+018,-0.0002933525,0.0001132705,0.0467372797,0.0112993556,-0.0068084504,0.0002934125,1.484,1.248,3.897,2.587,0.544,0.042,-0.0466010794,-0.0007416874,0.0001096961,0.0112362917,0.000767416,0.000303626,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0021753888,3.1228879736,0.0808307989,-0.0001772914,-0.5438832909,0.0411792307
1.55283374122674E+018,-0.0008273891,0.0001055586,0.0476340167,0.0113735985,-0.0026342889,0.000289075,1.484,1.248,3.897,2.587,0.544,0.042,-0.0467372797,-0.0002933525,0.0001132705,0.0113013532,0.0068084507,0.0002934057,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0015494251,2.5869462687,0.0756681431,-0.0001772914,-0.5438832909,0.0411792307
1.55283374124674E+018,-0.0014147989,-7.31319159968E-05,0.0456642732,0.0123270226,0.0005592671,0.0002644165,1.484,1.248,3.897,2.587,0.549,0.042,-0.0476340167,-0.0008273891,0.0001055586,0.0123268748,-0.0005592672,0.0002644165,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0015494251,2.5869462687,0.0756681431,-9.00453206186E-05,-0.548851647,0.0405342093
1.55283374126677E+018,-0.0001084484,8.2440492406E-05,0.0472151563,0.0106995254,-0.0078963865,0.0002880394,1.484,1.248,3.897,2.587,0.549,0.042,-0.0472151563,-0.0001084484,8.2440492406E-05,0.0107017998,0.0078963869,0.0002880304,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0015494251,2.5869462687,0.0756681431,-9.00453206186E-05,-0.548851647,0.0405342093
1.55283374128675E+018,-0.0005816388,0.0001155304,0.0457404517,0.0110705765,-0.0023288392,0.000278447,1.484,1.248,3.897,2.587,0.549,0.041,-0.0472151563,-0.0001084484,8.2440492406E-05,0.0107017998,0.0078963869,0.0002880304,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0015494251,2.5869462687,0.0756681431,-9.00453206186E-05,-0.548851647,0.0405342093
1.5528337413068E+018,-0.0005816388,0.0001155304,0.0457404517,0.011244018,-0.0029452036,0.0002652655,1.484,1.248,3.897,2.587,0.549,0.041,-0.0457404517,-0.0005816388,0.0001155304,0.011071225,0.0023288393,0.0002784462,1.4837320698,0.0005385462,0.0560590478,-1.2487412624,-0.0002692292,0.0456433443,-0.0015494251,2.5869462687,0.0756681431,-9.00453206186E-05,-0.548851647,0.0405342093
1.55283374132676E+018,-0.0014570695,0.0001482756,0.0442747287,0.0113222036,0.0002074579,0.0002441674,1.484,1.681,3.84,2.81,0.532,0.042,-0.0443985835,-0.0006173982,0.0001411365,0.0112447993,0.0029452037,0.0002652643,1.4837320698,0.0005385462,0.0560590478,-1.6815770152,-0.0003525377,0.0418256765,-0.0014364715,2.8099432095,0.0768480519,-0.0004586686,-0.5318252107,0.0384169179
1.55283374134679E+018,-0.0014335101,0.0001195516,0.0472374968,0.0113680173,0.0003041621,0.0002446186,1.484,1.681,3.84,2.81,0.532,0.043,-0.0442747287,-0.0014570695,0.0001482756,0.0113679429,-0.0003041621,0.0002446186,1.4837320698,0.0005385462,0.0560590478,-1.6815770152,-0.0003525377,0.0418256765,-0.0014364715,2.8099432095,0.0768480519,-0.0004586686,-0.5318252107,0.0384169179
1.5528337413667E+018,-0.0004915879,0.0001048733,0.0485474244,0.0114443418,-0.0091595826,0.0002418965,1.484,1.681,3.84,2.81,0.532,0.043,-0.0485474244,-0.0004915879,0.0001048733,0.0114465575,0.0091595829,0.0002418864,1.4837320698,0.0005385462,0.0560590478,-1.6815770152,-0.0003525377,0.0418256765,-0.0014364715,2.8099432095,0.0768480519,-0.0004586686,-0.5318252107,0.0384169179
1.55283374138659E+018,-0.0009924322,-8.76950944075E-05,0.0506474897,0.0126804335,-0.0050328777,0.0002129447,1.486,1.681,3.84,2.81,0.532,0.043,-0.0485474244,-0.0004915879,0.0001048733,0.0114465575,0.0091595829,0.0002418864,1.4854460329,0.0004643164,0.0621583738,-1.6815770152,-0.0003525377,0.0418256765,-0.0014364715,2.8099432095,0.0768480519,-0.0004586686,-0.5318252107,0.0384169179
1.55283374140667E+018,-0.0002070574,0.000077958,0.0498299934,0.0112227554,-0.0081862279,0.0002429918,1.486,1.384,3.911,2.957,0.532,0.047,-0.0506474897,-0.0009924322,-8.76950944075E-05,0.0126815052,0.0050328778,0.000212942,1.4854460329,0.0004643164,0.0621583738,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-0.0004586686,-0.5318252107,0.0384169179
1.55283374142674E+018,-9.60725883488E-05,7.5750213E-05,0.0504417717,0.0113763792,-0.0060866713,0.0002418905,1.486,1.384,3.911,2.957,0.546,0.047,-0.0498299934,-0.0002070574,0.000077958,0.0112247445,0.0081862282,0.0002429836,1.4854460329,0.0004643164,0.0621583738,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-2.42317339873E-05,-0.5458876296,0.0437027029
1.5528337414468E+018,-0.0007642066,0.0001032212,0.0480596721,0.0114910793,0.0001922517,0.0002377407,1.486,1.384,3.911,2.957,0.546,0.043,-0.0504417717,-9.60725883488E-05,7.5750213E-05,0.0113778515,0.0060866715,0.000241886,1.4854460329,0.0004643164,0.0621583738,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-2.42317339873E-05,-0.5458876296,0.0437027029
1.55283374146686E+018,-0.0007254964,-7.97839020379E-05,0.0474391729,0.0124791141,-0.0036386949,0.0002169649,1.486,1.384,3.911,2.957,0.546,0.042,-0.0474391729,-0.0007254964,-7.97839020379E-05,0.0124799036,0.003638695,0.0002169634,1.4854460329,0.0004643164,0.0621583738,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-2.42317339873E-05,-0.5458876296,0.0437027029
1.55283374148661E+018,-0.0003546703,8.69544091984E-05,0.047326833,0.0108268744,-0.0060465845,0.0002305918,1.484,1.384,3.911,2.957,0.546,0.042,-0.0474391729,-0.0007254964,-7.97839020379E-05,0.0124799036,0.003638695,0.0002169634,1.4832646445,0.0002421898,0.0528389842,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-2.42317339873E-05,-0.5458876296,0.0437027029
1.55283374150701E+018,-0.0010553922,0.0003171884,0.0459541567,0.0102647633,-7.98214328196E-06,0.0002352324,1.484,1.384,3.911,2.957,0.546,0.042,-0.047326833,-0.0003546703,8.69544091984E-05,0.0108282687,0.0060465847,0.0002305876,1.4832646445,0.0002421898,0.0528389842,-1.3849748726,-0.0003824068,0.0436820164,-0.0018107662,2.9566744678,0.0881420518,-2.42317339873E-05,-0.5458876296,0.0437027029
1.55283374152655E+018,-0.0001255875,0.000332841,0.0470158346,0.0108601265,-0.0063587106,0.0002569865,1.484,1.12,3.808,3.036,0.548,0.042,-0.0459541567,-0.0010553922,0.0003171884,0.0102647651,7.9821435028E-06,0.0002352324,1.4832646445,0.0002421898,0.0528389842,-1.1203341664,-0.0001713037,0.0405546996,-0.0012534545,3.0359088878,0.0801959806,-0.0009264467,-0.5476539266,0.0403291652
1.55283374154673E+018,-0.0003073635,0.0001356133,0.0477584451,0.0121038737,-0.0050778206,0.0002118146,1.484,1.12,3.808,3.036,0.548,0.045,-0.0470158346,-0.0001255875,0.000332841,0.0121049492,0.0050778208,0.0002118119,1.4832646445,0.0002421898,0.0528389842,-1.1203341664,-0.0001713037,0.0405546996,-0.0012534545,3.0359088878,0.0801959806,-0.0009264467,-0.5476539266,0.0403291652
1.55283374156663E+018,-0.0003073635,0.0001356133,0.0477584451,0.0118685386,-0.0043221882,0.0002131885,1.484,1.12,3.808,3.036,0.548,0.045,-0.0477584451,-0.0003073635,0.0001356133,0.0121049492,0.0050778208,0.0002118119,1.4832646445,0.0002421898,0.0528389842,-1.1203341664,-0.0001713037,0.0405546996,-0.0012534545,3.0359088878,0.0801959806,-0.0009264467,-0.5476539266,0.0403291652
1.55283374158669E+018,-0.001401234,0.0001409699,0.045776438,0.0117259108,0.0032201376,0.0002167309,1.487,1.12,3.808,3.036,0.548,0.042,-0.0477584451,-0.0003073635,0.0001356133,0.0121049492,0.0050778208,0.0002118119,1.4866734326,0.0004505776,0.055309132,-1.1203341664,-0.0001713037,0.0405546996,-0.0012534545,3.0359088878,0.0801959806,-0.0009264467,-0.5476539266,0.0403291652
1.55283374160692E+018,-0.0008751731,9.8023301689E-05,0.0491104722,0.0116961187,-0.0014066732,0.0002332195,1.487,1.366,3.863,2.645,0.548,0.045,-0.045776438,-0.001401234,0.0001409699,0.0117252129,-0.0032201376,0.0002167298,1.4866734326,0.0004505776,0.055309132,-1.3673941197,-0.000155083,0.0501751383,-0.0012534545,3.0359088878,0.0801959806,-0.0009264467,-0.5476539266,0.0403291652
1.55283374162661E+018,-0.0007187517,7.40261457395E-05,0.0495784618,0.011375342,-0.003500822,0.0002350258,1.487,1.366,3.863,2.645,0.545,0.045,-0.0491104722,-0.0008751731,9.8023301689E-05,0.0116964468,0.0014066733,0.0002332193,1.4866734326,0.0004505776,0.055309132,-1.3673941197,-0.000155083,0.0501751383,-0.0018745776,2.6449590917,0.0767906004,-0.0009264467,-0.5476539266,0.0403291652
1.55283374164681E+018,-0.0003507153,0.0001052187,0.0475497507,0.0114764048,-0.00604692,0.0002340488,1.487,1.366,3.863,2.645,0.545,0.043,-0.0495784618,-0.0007187517,7.40261457395E-05,0.0114778201,0.0060469202,0.0002340446,1.4866734326,0.0004505776,0.055309132,-1.3673941197,-0.000155083,0.0501751383,-0.0018745776,2.6449590917,0.0767906004,-0.0007391107,-0.5448646824,0.0427362391
1.55283374166678E+018,-0.0008433412,0.0001110131,0.0474135056,0.0115307531,-0.0008156035,0.0002141659,1.487,1.366,3.863,2.645,0.545,0.045,-0.0474135056,-0.0008433412,0.0001110131,0.0115309277,0.0008156035,0.0002141658,1.4866734326,0.0004505776,0.055309132,-1.3673941197,-0.000155083,0.0501751383,-0.0018745776,2.6449590917,0.0767906004,-0.0007391107,-0.5448646824,0.0427362391
1.55283374168675E+018,-0.0003377642,-0.0001001359,0.048030097,0.0124038236,-0.0055310142,0.0001984393,1.485,1.366,3.863,2.645,0.545,0.045,-0.0474135056,-0.0008433412,0.0001110131,0.0115309277,0.0008156035,0.0002141658,1.4841561308,0.0004290493,0.0486246767,-1.3673941197,-0.000155083,0.0501751383,-0.0018745776,2.6449590917,0.0767906004,-0.0007391107,-0.5448646824,0.0427362391
1.55283374170663E+018,-0.0003377642,-0.0001001359,0.048030097,0.0111043477,-0.0014023613,0.0002128015,1.485,1.366,3.863,2.645,0.545,0.045,-0.048030097,-0.0003377642,-0.0001001359,0.0124049212,0.0055310143,0.0001984363,1.4841561308,0.0004290493,0.0486246767,-1.3673941197,-0.000155083,0.0501751383,-0.0018745776,2.6449590917,0.0767906004,-0.0007391107,-0.5448646824,0.0427362391
1.55283374172682E+018,-0.0008183067,8.34958773339E-05,0.0482369661,0.0111290194,-0.004932346,0.000217752,1.485,1.408,3.901,2.806,0.546,0.042,-0.0466102436,-0.0008853426,0.0001018098,0.0111046461,0.0014023614,0.0002128013,1.4841561308,0.0004290493,0.0486246767,-1.4083161996,-0.0003795341,0.0402424688,-0.0010870437,2.8056839151,0.0828338013,-0.0007606578,-0.5458645137,0.0405474003
1.55283374174664E+018,-0.0004771488,0.0001254316,0.046145279,0.0114828973,-0.0080717333,0.0002198121,1.485,1.408,3.901,2.806,0.546,0.042,-0.0482369661,-0.0008183067,8.34958773339E-05,0.0114846716,0.0080717335,0.000219805,1.4841561308,0.0004290493,0.0486246767,-1.4083161996,-0.0003795341,0.0402424688,-0.0010870437,2.8056839151,0.0828338013,-0.0007606578,-0.5458645137,0.0405474003
1.55283374176672E+018,-0.0014354254,0.0001351059,0.0464179218,0.0116960189,0.0018305816,0.0001879475,1.485,1.408,3.901,2.806,0.546,0.043,-0.0464179218,-0.0014354254,0.0001351059,0.0116956748,-0.0018305817,0.0001879471,1.4841561308,0.0004290493,0.0486246767,-1.4083161996,-0.0003795341,0.0402424688,-0.0010870437,2.8056839151,0.0828338013,-0.0007606578,-0.5458645137,0.0405474003
1.55283374178678E+018,-0.0003988928,8.56028927956E-05,0.0499395095,0.0114780214,-0.0065275686,0.0001966192,1.49,1.408,3.901,2.806,0.546,0.043,-0.0464179218,-0.0014354254,0.0001351059,0.0116956748,-0.0018305817,0.0001879471,1.4885620518,0.0004151472,0.0436903567,-1.4083161996,-0.0003795341,0.0402424688,-0.0010870437,2.8056839151,0.0828338013,-0.0007606578,-0.5458645137,0.0405474003
1.55283374180653E+018,-0.0007981579,-8.78269274835E-05,0.0505818278,0.0129471334,-0.0048496746,0.0001935931,1.49,1.583,3.785,2.805,0.546,0.043,-0.0499395095,-0.0003988928,8.56028927956E-05,0.0114793049,0.0065275687,0.000196615,1.4885620518,0.0004151472,0.0436903567,-1.5833651372,-0.0002256387,0.0396064418,-0.0011605279,2.8049007371,0.0821339668,-0.0007606578,-0.5458645137,0.0405474003
1.55283374182679E+018,-0.0007981579,-8.78269274835E-05,0.0505818278,0.0124962904,0.0013795996,0.0002183019,1.49,1.583,3.785,2.805,0.546,0.043,-0.0505818278,-0.0007981579,-8.78269274835E-05,0.0129480723,0.0048496747,0.0001935908,1.4885620518,0.0004151472,0.0436903567,-1.5833651372,-0.0002256387,0.0396064418,-0.0011605279,2.8049007371,0.0821339668,-0.0007606578,-0.5458645137,0.0405474003
1.5528337418468E+018,-0.0003754613,3.31882438331E-05,0.0533077121,0.0109766418,-0.0064391875,0.0001875901,1.49,1.583,3.785,2.805,0.539,0.043,-0.0534931123,-0.0014589003,-0.0001473602,0.0109778498,0.0064391876,0.0001875862,1.4885620518,0.0004151472,0.0436903567,-1.5833651372,-0.0002256387,0.0396064418,-0.0011605279,2.8049007371,0.0821339668,-0.0006599775,-0.5390426351,0.0436035999
1.55283374186678E+018,-0.000350681,-0.0001173604,0.0507524051,0.0122662287,-0.0055424304,0.0001997837,1.49,1.583,3.785,2.805,0.539,0.044,-0.0507524051,-0.000350681,-0.0001173604,0.012267336,0.0055424305,0.0001997806,1.4885620518,0.0004151472,0.0436903567,-1.5833651372,-0.0002256387,0.0396064418,-0.0011605279,2.8049007371,0.0821339668,-0.0006599775,-0.5390426351,0.0436035999
1.55283374188667E+018,-0.0003400822,5.7880562963E-05,0.0514709577,0.0108511685,-0.0053226411,0.0001861056,1.483,1.583,3.785,2.805,0.539,0.044,-0.0507524051,-0.000350681,-0.0001173604,0.012267336,0.0055424305,0.0001997806,1.4826265117,0.0001789142,0.0589717873,-1.5833651372,-0.0002256387,0.0396064418,-0.0011605279,2.8049007371,0.0821339668,-0.0006599775,-0.5390426351,0.0436035999
1.55283374190654E+018,-0.0009320881,0.0001106745,0.0487973914,0.0113077164,-0.0015831251,0.0001722535,1.483,1.455,3.897,3.036,0.539,0.043,-0.0514709577,-0.0003400822,5.7880562963E-05,0.010852159,0.0053226412,0.0001861029,1.4826265117,0.0001789142,0.0589717873,-1.4553194466,-0.0002128992,0.0437265515,-0.001080411,3.0358790559,0.084413992,-0.0006599775,-0.5390426351,0.0436035999
1.55283374192679E+018,-0.0015045506,0.0001024519,0.0506558232,0.0115202232,0.0019864495,0.0001490917,1.483,1.455,3.897,3.036,0.539,0.043,-0.0487973914,-0.0009320881,0.0001106745,0.0113079891,0.0015831251,0.0001722533,1.4826265117,0.0001789142,0.0589717873,-1.4553194466,-0.0002128992,0.0437265515,-0.001080411,3.0358790559,0.084413992,-0.0006599775,-0.5390426351,0.0436035999
