rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1552833740827551085,,8,,1552833740,812839985,"""world""",,-7.47359491214e-05,-0.529136493158,0.0454098284846
1552833740926872974,,9,,1552833740,912873030,"""world""",,-0.00080600850278,-0.548930098492,0.045222005443
1552833741027163177,,10,,1552833741,12990952,"""world""",,-0.000540036820989,-0.541907795673,0.0421107105825
1552833741126463582,,11,,1552833741,112832069,"""world""",,-0.000177291382843,-0.543883290912,0.041179230699
1552833741227857722,,12,,1552833741,212820053,"""world""",,-9.00453206186e-05,-0.54885164695,0.0405342093054
1552833741325078257,,13,,1552833741,312851906,"""world""",,-0.000458668598734,-0.531825210653,0.03841691788
1552833741425049449,,14,,1552833741,412947893,"""world""",,-2.42317339873e-05,-0.545887629639,0.0437027029078
1552833741525605987,,15,,1552833741,512851954,"""world""",,-0.000926446723931,-0.547653926614,0.0403291651763
1552833741626004164,,16,,1552833741,612911940,"""world""",,-0.000739110656401,-0.544864682431,0.0427362391355
1552833741724245183,,17,,1552833741,713244915,"""world""",,-0.000760657834964,-0.545864513663,0.0405474003413
1552833741834453350,,18,,1552833741,812931061,"""world""",,-0.000659977538073,-0.53904263509,0.043603599857
1552833741928231648,,19,,1552833741,913028002,"""world""",,-0.000826368256182,-0.555853769609,0.0425104428691
1552833742022516044,,20,,1552833742,12944937,"""world""",,-0.00020325054066,-0.531819355266,0.0423385793618
1552833742122379073,,21,,1552833742,112818956,"""world""",,-0.000262723826821,-0.544777601392,0.0397635674146
1552833742231054475,,22,,1552833742,212876081,"""world""",,-0.000924650247229,-0.523836466556,0.0423144501243
1552833742322945385,,23,,1552833742,312870026,"""world""",,0.000232507240176,-0.533097063573,0.0420757713055
1552833742422836451,,24,,1552833742,412853956,"""world""",,-0.0136056693634,-0.581187784699,0.0293558214269
1552833742522255768,,25,,1552833742,512875080,"""world""",,-0.0118651951061,-0.876930966225,0.0332602273722
1552833742622220429,,26,,1552833742,613003016,"""world""",,-0.00899316280286,-0.609933000645,0.0798796015882
