rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1552833739704320247,,9,,1552833739,704179058,"""cf1/base_link""","[0.0, -7.0, 0.0]"
1552833739723306855,,10,,1552833739,723194282,"""cf1/base_link""","[1.0, 3.0, 0.0]"
1552833739748518330,,11,,1552833739,748410441,"""cf1/base_link""","[0.0, -6.0, 0.0]"
1552833739763918689,,12,,1552833739,763823017,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739782793499,,13,,1552833739,782651902,"""cf1/base_link""","[0.0, -3.0, 0.0]"
1552833739803776632,,14,,1552833739,803637792,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739824309569,,15,,1552833739,824235172,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739844097219,,16,,1552833739,843842727,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739872338331,,17,,1552833739,872033297,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739882743756,,18,,1552833739,882577216,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739903451961,,19,,1552833739,903340020,"""cf1/base_link""","[0.0, -3.0, 0.0]"
1552833739924758028,,20,,1552833739,924522683,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833739943105214,,21,,1552833739,942889813,"""cf1/base_link""","[0.0, -3.0, 0.0]"
1552833739962760315,,22,,1552833739,962551404,"""cf1/base_link""","[1.0, 0.0, 0.0]"
1552833739984093223,,23,,1552833739,983866881,"""cf1/base_link""","[-1.0, 3.0, 0.0]"
1552833740006823894,,24,,1552833740,6637694,"""cf1/base_link""","[0.0, -3.0, 0.0]"
1552833740021035151,,25,,1552833740,20851860,"""cf1/base_link""","[0.0, 5.0, 0.0]"
1552833740042207969,,26,,1552833740,41838280,"""cf1/base_link""","[0.0, -1.0, 0.0]"
1552833740061021357,,27,,1552833740,60694164,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833740083624658,,28,,1552833740,83370315,"""cf1/base_link""","[1.0, -2.0, 0.0]"
1552833740103222527,,29,,1552833740,102973162,"""cf1/base_link""","[0.0, -1.0, 0.0]"
1552833740129602548,,30,,1552833740,129276436,"""cf1/base_link""","[0.0, 6.0, 0.0]"
1552833740143401188,,31,,1552833740,143113584,"""cf1/base_link""","[0.0, 0.0, 0.0]"
1552833740162200182,,32,,1552833740,161809007,"""cf1/base_link""","[1.0, -1.0, 0.0]"
1552833740183095714,,33,,1552833740,182722770,"""cf1/base_link""","[0.0, 4.0, 0.0]"
1552833740202078802,,34,,1552833740,201721142,"""cf1/base_link""","[0.0, 2.0, 0.0]"
1552833740222790612,,35,,1552833740,222505055,"""cf1/base_link""","[0.0, -1.0, 0.0]"
1552833740241868039,,36,,1552833740,241472311,"""cf1/base_link""","[0.0, 0.0, 0.0]"
