rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1552833740807931729,,8,,1552833740,788074017,"""world""",,-0.00193286876179,2.66685718014,0.0800987363463
1552833740916668343,,9,,1552833740,912873030,"""world""",,-0.00214341379453,3.14583437288,0.0869198767336
1552833741007553352,,10,,1552833740,987965107,"""world""",,-0.00132853139794,2.68685707441,0.0794970410994
1552833741106941024,,11,,1552833741,87939978,"""world""",,-0.00217538876781,3.12288797362,0.0808307989112
1552833741206152165,,12,,1552833741,187896013,"""world""",,-0.00154942511805,2.58694626868,0.0756681430551
1552833741313021028,,13,,1552833741,287844896,"""world""",,-0.0014364715313,2.80994320954,0.0768480519023
1552833741405477268,,14,,1552833741,387859106,"""world""",,-0.0018107662105,2.95667446784,0.0881420517846
1552833741507944889,,15,,1552833741,487812042,"""world""",,-0.00125345448702,3.03590888781,0.0801959806082
1552833741606895458,,16,,1552833741,587816000,"""world""",,-0.00187457761802,2.64495909174,0.0767906003979
1552833741710574831,,17,,1552833741,687926054,"""world""",,-0.0010870437194,2.8056839151,0.0828338012667
1552833741804307261,,18,,1552833741,788178921,"""world""",,-0.0011605279066,2.80490073706,0.0821339667841
1552833741904661370,,19,,1552833741,887845039,"""world""",,-0.00108041097895,3.03587905586,0.0844139919618
1552833742004668904,,20,,1552833741,987932920,"""world""",,-0.00088197745295,3.08892511974,0.0853253540538
1552833742105135795,,21,,1552833742,87909937,"""world""",,-0.00103259427256,3.1739507743,0.084521923541
1552833742202962327,,22,,1552833742,188080072,"""world""",,-0.00128822959435,3.08268691979,0.0869606129053
1552833742303375425,,23,,1552833742,288018942,"""world""",,-0.00671527968153,3.040881363,0.0818648284021
1552833742403391750,,24,,1552833742,387902975,"""world""",,0.0290048354368,2.00917135715,0.0742327868171
1552833742502323884,,25,,1552833742,487878084,"""world""",,0.0227363483886,2.35056060253,0.107446293918
1552833742610693761,,26,,1552833742,587861061,"""world""",,-0.0421407801325,3.1764612726,0.0434858242911
1552833742701931377,,27,,1552833742,687832117,"""world""",,-0.0573534111272,3.18905148831,0.0250344288405
1552833742804229418,,28,,1552833742,787771940,"""world""",,-0.0441260802048,3.16426655201,0.0527052630251
1552833742903001429,,29,,1552833742,887909889,"""world""",,-0.0324836254445,3.16258080484,0.0888504628583
1552833743000604049,,30,,1552833742,987791061,"""world""",,-0.024929896848,3.06258394222,0.112603197693
1552833743101805346,,31,,1552833743,87891102,"""world""",,-0.035163067836,3.17736936686,0.0683773935764
1552833743201796664,,32,,1552833743,188077927,"""world""",,-0.0341759441931,3.16757424622,0.0494951653365
1552833743300950245,,33,,1552833743,287987947,"""world""",,-0.0299245518489,3.15136928387,0.0832415882893
1552833743400530031,,34,,1552833743,387928963,"""world""",,-0.0180130226281,3.08604078579,0.0982549713
1552833743500039240,,35,,1552833743,487838030,"""world""",,-0.00857925672418,3.16316803188,0.109655691862
1552833743602062122,,36,,1552833743,588016033,"""world""",,-0.00755215691421,3.071505715,0.0948113063784
1552833743700514929,,37,,1552833743,687782049,"""world""",,-0.0109430504062,2.94535565093,0.125238296097
1552833743802281204,,38,,1552833743,787873983,"""world""",,-0.00777791046773,3.06921387904,0.130808828153
1552833743905996073,,39,,1552833743,887933969,"""world""",,-0.0142544436972,3.0800884761,0.121854303586
1552833743999020850,,40,,1552833743,987953901,"""world""",,-0.0283661970308,2.82116422504,0.109618296295
1552833744098238013,,41,,1552833744,87961912,"""world""",,-0.0366915205485,3.0131015296,0.157212331861
1552833744299609093,,42,,1552833744,287951946,"""world""",,-0.0148126251804,2.9347747298,0.13572097935
1552833744396877728,,43,,1552833744,387897015,"""world""",,-0.0146345612738,2.66527644692,0.151320070336
1552833744498428996,,44,,1552833744,487890005,"""world""",,-0.0145433881004,3.06504050857,0.146454903657
1552833744597827483,,45,,1552833744,587935925,"""world""",,-0.0158981634022,2.83046806445,0.150681417118
1552833744699650963,,46,,1552833744,687951088,"""world""",,-0.0402570890485,2.44777015693,0.237665952299
1552833744802440845,,47,,1552833744,787844896,"""world""",,-0.0163267838724,2.19836319402,0.143929854479
1552833744899083586,,48,,1552833744,887898922,"""world""",,-0.00766236687615,1.46060059905,0.224892860082
1552833744996917198,,49,,1552833744,987852097,"""world""",,-0.000398791586464,1.28223645206,0.298841724396
1552833745096736641,,50,,1552833745,87920904,"""world""",,-0.00184085987794,1.14323894887,0.3208662026
