rosbagTimestamp,x,y,z,roll,pitch,yaw,front,back,up,left,right,zrange,deltaX,deltaY,outlierCount,accX,accY,accZ,gyroX,gyroY,gyroZ,ref_x,ref_y,ref_z,ref_roll,ref_pitch,ref_yaw
1.55308850775278E+018,0.5006197095,0.4994975328,0.0430373363,0.0153039155,-0.0073384808,-0.0026447933,0,0,0,0,0,0.042,0,0,0,-0.0619157783,0.160194742,9.8065144748,0.0003636382,0.0013485027,-0.0018032718,0,0,0,0,0,0
1.55308850777272E+018,0.5006273985,0.499230355,0.0438427627,0.0146040285,-0.0052746896,-0.0027140441,0,0,0,0,0,0.042,0,0,0,-0.0568407422,0.1564251151,9.8094948006,-0.0018593823,-0.0010663444,-0.000007061,0,0,0,0,0,0
1.55308850779275E+018,0.50112921,0.4992589951,0.0416812114,0.0147616065,-0.0059158316,-0.0026627845,0,0,0,0,0,0.04,0,0,0,-0.0633051818,0.1521005327,9.7898528338,0.0004042019,0.001580449,-0.0011688446,0,0,0,0,0,0
1.55308850781256E+018,0.50112921,0.4992589951,0.0416812114,0.0160191335,-0.0068241386,-0.0026586348,0,0,0,0,0,0.04,0,0,0,-0.0655969431,0.1669139237,9.7878875846,0.0012602998,-0.0004297592,0.0002181029,0,0,0,0,0,0
1.55308850783288E+018,0.5008770227,0.4992525876,0.0420618132,0.0159102559,-0.0067478115,-0.0026449733,0,0,0,0,0,0.04,0,0,0,-0.0704739595,0.163144443,9.8073453641,-0.0012206191,-0.0013602937,0.0011686628,0,0,0,0,0,0
1.55308850785231E+018,0.5008838773,0.4992474318,0.0423393734,0.014666826,-0.0067188111,-0.0026176257,0,0,0,0,0,0.04,0,0,0,-0.0550705845,0.1631430177,9.8127131081,0.001683653,0.0012927182,5.95767251653E-05,0,0,0,0,0,0
1.55308850787192E+018,0,0,0,0.0148657746,-0.0067149755,-0.0026178444,0,0,0,0,0,0.04,0,0,0,-0.0811236944,0.1577184644,9.8046211463,0.0003471949,-0.0006005829,-0.0001244943,0,0,0,0,0,0
1.55308850789224E+018,-1.48755100327E-06,-2.68832081929E-06,0.0403871499,0.0037204743,-0.0001432079,1.67320201304E-06,0,0,0,0,0,0.04,0,0,0,-0.054961269,0.1515535531,9.7796067578,-0.0012276561,-1.22294241983E-05,-0.001870063,0,0,0,0,0,0
1.55308850791258E+018,-2.80419976662E-06,-0.0003591173,0.0410797745,0.0131027494,-0.0007931716,-1.10045747022E-05,0,0,0,0,0,0.04,0,0,0,-0.0663128387,0.1628501819,9.7959807158,0.0010722192,0.0007943897,-0.0014188643,0,0,0,0,0,0
1.55308850793292E+018,0.0001719614,-0.0003676423,0.0427932777,-0.0136765899,-0.0018695657,-6.98461053071E-05,0,0,0,0,0,0.04,0,0,0,-0.063599219,0.1649306212,9.8048965502,0.0010764944,-0.0001322615,-0.0014231952,0,0,0,0,0,0
1.55308850795262E+018,2.73314471997E-05,-4.25297948823E-05,0.0432321094,0.0082187762,-0.0088350338,-1.1793229775E-05,0,0,0,0,0,0.04,0,0,0,-0.0709807943,0.1512093896,9.7981938869,0.0010429218,0.0016495581,-0.0014766877,0,0,0,0,0,0
1.55308850797266E+018,-0.0001698486,8.81250616658E-06,0.0437510349,-0.0044875929,-0.0003929217,-9.84193417194E-05,0,0,0,0,0,0.04,0,0,0,-0.0621959284,0.1629680398,9.8037130737,0.0007899599,0.0012656801,0.0006814438,0,0,0,0,0,0
1.55308850799261E+018,-1.20341692309E-05,-0.0001439113,0.0419294797,0.0023715059,-0.0043547477,-8.02805716906E-05,0,0,0,0,0,0.04,0,0,0,-0.0590676132,0.1621244328,9.798269316,0.0004390626,0.0007710291,0.0008205187,0,0,0,0,0,0
1.55308850801294E+018,0.00016964,-0.0003551436,0.0417788401,0.0159935734,-0.0045609058,-0.000039569,0,0,0,0,0,0.04,0,0,0,-0.0647644778,0.1455564751,9.7932196605,-0.0004930978,-0.0001521508,-0.00047495,0,0,0,0,0,0
1.55308850803272E+018,0.0002019236,-1.73682710738E-05,0.0420022905,0.012851785,-0.0084614942,-5.99331245187E-05,0,0,0,0,0,0.04,0,0,0,-0.0649363905,0.1505449815,9.7895160341,0.0015556728,0.0005294221,6.51278175969E-06,0,0,0,0,0,0
1.55308850805261E+018,0.0002019236,-1.73682710738E-05,0.0420022905,0.0053251336,-0.0024319717,-0.0001057002,0,0,0,0,0,0.04,0,0,0,-0.0650638506,0.1660515873,9.7967016774,-0.0013253944,0.0024516299,0.0002050565,0,0,0,0,0,0
1.5530885080728E+018,-0.0001632149,0.000212563,0.0419441871,0.0054460713,-0.0010502837,-0.000106284,0,0,0,0,0,0.04,0,0,0,-0.0602644515,0.1597543553,9.7782426024,-0.0004773946,0.0004334711,0.0015681687,0,0,0,0,0,0
1.55308850809283E+018,0.0001632525,-0.0001038841,0.0421956703,0.0155788058,-0.0067148944,-9.06685741704E-05,0,0,0,0,0,0.042,0,0,0,-0.0631701522,0.1502181769,9.8294817531,-0.0008195669,0.000175467,0.0001708418,0,0,0,0,0,0
1.55308850811295E+018,0.0001974542,-0.0003294841,0.0422686748,0.0170572337,-0.00850997,-7.29197774649E-05,0,0,0,0,0,0.042,0,0,0,-0.0807925227,0.1589380109,9.7844850898,0.0001457254,-0.0009354173,-0.000128612,0,0,0,0,0,0
1.55308850813294E+018,0.0004067417,-0.0003577006,0.0423167348,0.0148183651,-0.0071570831,-8.3609417398E-05,0,0,0,0,0,0.042,0,0,0,-0.0671638736,0.1423180496,9.8043182606,-0.002453711,-0.0002426288,-0.0004381891,0,0,0,0,0,0
1.55308850815269E+018,5.03121009388E-05,0.0001942558,0.0423224866,0.0137027232,-0.0058031081,-7.72436919225E-05,0,0,0,0,0,0.042,0,0,0,-0.0548923678,0.1485921211,9.8084662753,0.0004533085,0.0012283188,-0.0007835969,0,0,0,0,0,0
1.55308850817293E+018,5.00167298014E-05,-2.52571703641E-06,0.0465804376,0.0151308985,-0.0039370168,-5.47260789259E-05,0,0,0,0,0,0.042,0,0,0,-0.0671280914,0.1675850196,9.7949124295,0.0007002419,0.0003695502,-0.0006138537,0,0,0,0,0,0
1.553088508193E+018,-0.0002014576,8.12983926153E-05,0.0403330401,0.0105020208,-0.0024828417,-8.78558865979E-05,0,0,0,0,0,0.036,0,0,0,-0.063782849,0.1475974458,9.8049608696,-0.0004769518,-0.0013744157,0.0015176988,0,0,0,0,0,0
1.55308850821266E+018,-0.0002014576,8.12983926153E-05,0.0403330401,0.0162911161,-0.0063886025,-0.0001013792,0,0,0,0,0,0.036,0,0,0,-0.0717562265,0.1571194537,9.8094585478,7.18489051762E-05,-0.0015555239,0.0005883516,0,0,0,0,0,0
1.55308850823304E+018,0.0001640664,-0.000333474,0.0402671024,0.0148576301,-0.0062103491,-0.0001170941,0,0,0,0,0,0.036,0,0,0,-0.0724752239,0.1588079103,9.7891909289,0.0012829078,-0.0007779914,-0.0019994651,0,0,0,0,0,0
1.55308850825282E+018,-0.0001824374,2.36074338318E-05,0.040487919,0.0142003453,-0.0076569533,-0.00018184,0,0,0,0,0,0.036,0,0,0,-0.0737109004,0.1501119495,9.784398551,0.0009765923,-0.0001595576,-0.0007179683,0,0,0,0,0,0
1.55308850827257E+018,-0.0002169573,0.0002678423,0.0407255553,0.0090204241,-0.0040348347,-0.0001893203,0,0,0,0,0,0.04,0,0,0,-0.0566273463,0.1569628397,9.7900814599,-0.0001002034,0.0006219776,-0.0009572962,0,0,0,0,0,0
1.55308850829268E+018,-0.0002382407,0.000315336,0.0402772874,0.0112113662,-0.0050595603,-0.0002096383,0,0,0,0,0,0.04,0,0,0,-0.0642820094,0.1617164433,9.7948878712,0.0003851231,0.0019542171,0.0019065657,0,0,0,0,0,0
1.5530885083124E+018,-4.82624855067E-05,0.000121436,0.0406185277,0.0161823644,-0.0074644801,-0.0001809008,0,0,0,0,0,0.04,0,0,0,-0.0710800508,0.1463594075,9.8123459029,-0.0002929872,-0.0004511543,-0.0001132193,0,0,0,0,0,0
1.55308850833262E+018,-4.82624855067E-05,0.000121436,0.0406185277,0.0138575621,-0.0069241673,-0.0002015386,0,0,0,0,0,0.04,0,0,0,-0.0629646317,0.1568367226,9.8010742253,0.0004436825,0.0009459163,0.0001534055,0,0,0,0,0,0
1.55308850835307E+018,-2.71110657195E-05,6.80809025653E-05,0.0411982425,0.0165323173,-0.006629939,-0.0001715121,0,0,0,0,0,0.04,0,0,0,-0.0639168051,0.16433077,9.8098544043,1.53579303861E-05,0.0002692836,-0.0004471446,0,0,0,0,0,0
1.55308850837262E+018,-0.0002076046,8.97159115993E-05,0.0413268432,0.0129796022,-0.0064867847,-0.0002284656,0,0,0,0,0,0.04,0,0,0,-0.0689549351,0.1574540058,9.803466906,-0.0008074966,0.0018632967,-0.0017772336,0,0,0,0,0,0
1.55308850839309E+018,0.0001428588,-7.7395576227E-05,0.0407074355,0.0135644365,-0.005236067,-0.0002002317,0,0,0,0,0,0.04,0,0,0,-0.0538017113,0.1655821107,9.7973197281,0.0001979863,0.001026573,-0.0012011485,0,0,0,0,0,0
1.55308850841275E+018,-1.71419032995E-05,-0.0002768848,0.0413477011,0.013540363,-0.0065253803,-0.0002393329,0,0,0,0,0,0.04,0,0,0,-0.0666698067,0.1678851827,9.7993785328,0.0013184368,0.0001646205,0.0007961161,0,0,0,0,0,0
1.55308850843293E+018,0.000174639,-0.000321466,0.041520685,0.0162634005,-0.0064260262,-0.0001974114,0,0,0,0,0,0.04,0,0,0,-0.0656194412,0.1524534579,9.7925706196,4.98185901919E-05,0.0011599682,-7.6855400955E-05,0,0,0,0,0,0
1.55308850845312E+018,-0.0001690029,2.7401434636E-05,0.0418324992,0.0153974976,-0.0075022824,-0.0002595056,0,0,0,0,0,0.04,0,0,0,-0.0579026194,0.1475471049,9.7915631443,0.0012003344,0.000967076,0.0001103016,0,0,0,0,0,0
1.55308850847301E+018,-0.0001690029,2.7401434636E-05,0.0418324992,0.0127721201,-0.0062623775,-0.0002823042,0,0,0,0,0,0.04,0,0,0,-0.0637635806,0.1556358141,9.7995568728,0.0008844718,0.0009942369,-0.0018316136,0,0,0,0,0,0
1.55308850849291E+018,-3.47362106368E-06,-0.0001065918,0.0412253737,0.0150290804,-0.006345773,-0.0002905301,0,0,0,0,0,0.04,0,0,0,-0.0669331507,0.1581789692,9.7853083777,0.0005178656,-0.0005017844,-0.0003049814,0,0,0,0,0,0
1.55308850851272E+018,-6.60893135773E-07,-0.0002901655,0.041513592,0.0133893025,-0.0063754428,-0.00031866,0,0,0,0,0,0.04,0,0,0,-0.0543904163,0.1655991224,9.8110197544,-4.8061381759E-05,1.19474071178E-05,-0.0007865038,0,0,0,0,0,0
1.55308850853247E+018,1.09839538709E-06,-0.0001408634,0.0417973697,0.0160504735,-0.0063757741,-0.0002887124,0,0,0,0,0,0.04,0,0,0,-0.0699612364,0.1603771568,9.7872999394,-0.0009053701,-0.0003874181,0.0010825379,0,0,0,0,0,0
1.55308850855286E+018,-0.0001984392,0.0002672358,0.0419350006,0.0115615053,-0.00498683,-0.000300255,0,0,0,0,0,0.04,0,0,0,-0.0552369652,0.1571039403,9.8154531133,0.0006773302,0.0004510488,-6.47757734726E-05,0,0,0,0,0,0
1.55308850857274E+018,-1.09408338176E-05,-0.0001056692,0.0430200696,0.01577581,-0.0070038921,-0.0003006945,0,0,0,0,0,0.04,0,0,0,-0.0765406513,0.1594805229,9.801795187,-0.0004386443,-0.000126431,0.0009445008,0,0,0,0,0,0
1.55308850859249E+018,-1.09408338176E-05,-0.0001056692,0.0430200696,0.0139395323,-0.0053652475,-0.0002966815,0,0,0,0,0,0.039,0,0,0,-0.0719059335,0.1580099664,9.8142240286,0.0009181103,0.000614714,-0.0020020064,0,0,0,0,0,0
1.55308850861293E+018,-0.0002165851,0.0001121544,0.0407733992,0.0156406775,-0.007185981,-0.0003459297,0,0,0,0,0,0.039,0,0,0,-0.0641877961,0.1475685294,9.8070769769,0.0007368601,-0.0003392424,-0.0016221656,0,0,0,0,0,0
1.55308850863278E+018,0.0002107069,-0.0002976116,0.0412122607,0.016535793,-0.0074285591,-0.0003483676,0,0,0,0,0,0.039,0,0,0,-0.0770502133,0.1555650811,9.8002462596,0.0001978125,0.0010426419,0.0001897541,0,0,0,0,0,0
1.55308850865272E+018,-0.0001332576,3.50598893419E-05,0.0412183776,0.0156728466,-0.0069494773,-0.0003471534,0,0,0,0,0,0.039,0,0,0,-0.0754047886,0.1714668581,9.8117155731,0.0001020024,0.0002950587,0.0004124027,0,0,0,0,0,0
1.55308850867263E+018,2.6363564757E-05,-0.0001282497,0.0426953882,0.0132817201,-0.0060755459,-0.0003590435,0,0,0,0,0,0.039,0,0,0,-0.0676957189,0.1624952011,9.8118266702,-0.0003525808,-0.0013092729,0.0003252887,0,0,0,0,0,0
1.55308850869279E+018,4.23372921432E-06,0.000098401,0.0405069366,0.0136005515,-0.0062249445,-0.0003646355,0,0,0,0,0,0.039,0,0,0,-0.0788291465,0.1582967723,9.8090656149,0.0002551193,-0.0020098838,-0.0003083108,0,0,0,0,0,0
1.55308850871253E+018,2.79860472574E-07,-5.92115065956E-05,0.0404517241,0.0141397948,-0.0063172922,-0.0003684791,0,0,0,0,0,0.039,0,0,0,-0.0674544436,0.1679065433,9.7947808671,0.0001191018,0.0005062074,-0.0015018962,0,0,0,0,0,0
1.55308850873264E+018,0.000354695,-0.0002509122,0.0402643196,0.0154667158,-0.0064039105,-0.0003796134,0,0,0,0,0,0.039,0,0,0,-0.0642918172,0.1506600254,9.7987979043,-0.0002385743,0.0005182079,-0.0002396638,0,0,0,0,0,0
1.55308850875248E+018,0.000044386,5.31598052476E-05,0.041281864,0.0162138823,-0.0070911559,-0.0003782004,0,0,0,0,0,0.039,0,0,0,-0.0759287082,0.1470142225,9.7914900541,0.0007351073,0.0004882751,-0.0007679886,0,0,0,0,0,0
1.55308850877254E+018,3.2453212043E-05,6.02964319114E-05,0.0419726856,0.0150297878,-0.0058861467,-0.0003786951,0,0,0,0,0,0.041,0,0,0,-0.0688108789,0.1479506267,9.8001585513,0.0018199675,0.0017016672,-0.0009423735,0,0,0,0,0,0
1.55308850879238E+018,0.000003568,-8.91594754648E-05,0.041657839,0.0140827709,-0.0049282321,-0.0003941431,0,0,0,0,0,0.041,0,0,0,-0.0684517548,0.1417095737,9.8014081013,-0.0012071371,-0.0008016141,-0.0010066942,0,0,0,0,0,0
1.55308850881257E+018,0.000006668,9.14986085263E-05,0.041820202,0.0141329944,-0.0066232686,-0.0004239139,0,0,0,0,0,0.041,0,0,0,-0.0603548092,0.1590287158,9.7931822383,0.0004291216,0.0008104066,-0.0004507382,0,0,0,0,0,0
1.55308850883273E+018,7.57265070206E-06,-0.000097229,0.0419200175,0.0157850801,-0.0066180593,-0.0004215296,0,0,0,0,0,0.041,0,0,0,-0.076100059,0.1635381982,9.8149642861,0.0015725964,-0.0006409286,-0.0009923096,0,0,0,0,0,0
1.55308850885262E+018,-0.0001761834,7.38066228223E-05,0.0420499928,0.0154455541,-0.0066014754,-0.0004331742,0,0,0,0,0,0.041,0,0,0,-0.0722357667,0.1453775229,9.7959029478,-0.0005051668,0.0008356338,0.0003772195,0,0,0,0,0,0
1.55308850887254E+018,-1.6114778191E-05,8.56039259816E-05,0.0423825681,0.014301433,-0.0057042783,-0.0004351838,0,0,0,0,0,0.041,0,0,0,-0.0641460571,0.1685525876,9.807053588,0.0017105646,-8.82910722172E-05,-0.0006447874,0,0,0,0,0,0
1.55308850889259E+018,-8.44460282678E-06,0.000106493,0.0415699668,0.0146570836,-0.0070470982,-0.0004471961,0,0,0,0,0,0.041,0,0,0,-0.0550030446,0.157145218,9.812971555,0.0008954526,0.0006571332,-0.0012207047,0,0,0,0,0,0
1.5530885089124E+018,1.15546846757E-07,-9.05055203475E-05,0.0415965095,0.0161055822,-0.0068532732,-0.0004451929,0,0,0,0,0,0.041,0,0,0,-0.0566055563,0.1530118304,9.8124441361,0.0006387487,0.0014702004,4.52336830216E-05,0,0,0,0,0,0
1.55308850893325E+018,0.0001894368,-0.0001087989,0.0416073538,0.0156702406,-0.0067314174,-0.0004634271,0,0,0,0,0,0.041,0,0,0,-0.0721250944,0.1513357626,9.7990265304,0.0008826285,-0.0008040888,0.0004141415,0,0,0,0,0,0
1.55308850895241E+018,2.27348373301E-05,0.000073999,0.0419501923,0.0142035681,-0.0063265509,-0.0004900043,0,0,0,0,0,0.041,0,0,0,-0.0594849491,0.1474522612,9.8018975133,0.0016103573,0.0002852615,-0.0006754787,0,0,0,0,0,0
1.55308850897215E+018,2.27348373301E-05,0.000073999,0.0419501923,0.014617259,-0.0051949285,-0.0004890977,0,0,0,0,0,0.041,0,0,0,-0.0670428408,0.1603718395,9.7934085256,0.0005979797,-0.0003336616,0.0001596909,0,0,0,0,0,0
1.55308850899375E+018,-0.0001805927,-9.85951555776E-05,0.0420903899,0.0145249284,-0.0058157529,-0.0004904683,0,0,0,0,0,0.041,0,0,0,-0.0653203424,0.1530235157,9.8100058472,-0.0002165354,0.0002757534,-0.0007511695,0,0,0,0,0,0
1.55308850901254E+018,0.000166881,-0.000303044,0.0416307673,0.0172337919,-0.0073896832,-0.0005023127,0,0,0,0,0,0.041,0,0,0,-0.0730637279,0.1694893663,9.784327215,0.0011213465,-0.0002005432,-0.0002680042,0,0,0,0,0,0
1.55308850903248E+018,0.0002117985,4.97645887663E-05,0.0422496535,0.0138617535,-0.0079173126,-0.0005422244,0,0,0,0,0,0.041,0,0,0,-0.0605525365,0.1571127294,9.7811229408,-0.0001909304,-0.0003132828,-0.0022034618,0,0,0,0,0,0
1.55308850905289E+018,0.0002353438,5.18735287187E-05,0.0426538773,0.0156067232,-0.0072579212,-0.0005518541,0,0,0,0,0,0.041,0,0,0,-0.0647025247,0.16891009,9.7977097374,-0.0006628523,-0.0014007712,0.0017138631,0,0,0,0,0,0
1.55308850907291E+018,-0.0001365375,0.0002600648,0.0423582681,0.0144759429,-0.0056592178,-0.0005541031,0,0,0,0,0,0.04,0,0,0,-0.0691632833,0.1556796317,9.7902931291,0.000838411,0.0009067478,-0.0015414353,0,0,0,0,0,0
1.55308850909306E+018,-1.04931427813E-06,0.0003159066,0.0411831066,0.0138994455,-0.0051357475,-0.0005752445,0,0,0,0,0,0.04,0,0,0,-0.0628687785,0.1620410003,9.7830285484,0.0001535849,0.0015634477,-0.0010913275,0,0,0,0,0,0
1.5530885091124E+018,0.000004026,-1.9939529011E-05,0.0410863869,0.0145058099,-0.0066769844,-0.0006026574,0,0,0,0,0,0.04,0,0,0,-0.0785608415,0.1804460618,9.7903042388,0.0003978817,-0.0003218534,0.0018998266,0,0,0,0,0,0
1.55308850913251E+018,0.0002046657,-0.0002632443,0.0409947336,0.0177773909,-0.0078085449,-0.0005974464,0,0,0,0,0,0.04,0,0,0,-0.0614106519,0.1592350312,9.7900469613,0.0015756256,6.47729583712E-06,-0.0005962013,0,0,0,0,0,0
1.55308850915272E+018,-0.000125426,3.71929490939E-05,0.0413975082,0.0166040573,-0.0072282338,-0.000611731,0,0,0,0,0,0.04,0,0,0,-0.0661774894,0.1532390039,9.8125166416,0.0017949456,0.0005305747,-0.0011290009,0,0,0,0,0,0
1.55308850917304E+018,0.000032667,5.20334033354E-05,0.0422531702,0.0141687931,-0.0063290455,-0.0006163872,0,0,0,0,0,0.038,0,0,0,-0.0711615235,0.1524345184,9.791076656,-0.0003188611,0.0009190542,-0.0001376654,0,0,0,0,0,0
1.55308850919273E+018,1.50894557009E-05,-0.0002388759,0.0401054323,0.0133915485,-0.0064338315,-0.0006194497,0,0,0,0,0,0.038,0,0,0,-0.0607948305,0.1588728875,9.7954439414,0.0005917397,0.0003672902,-0.0012589635,0,0,0,0,0,0
1.55308850921256E+018,1.90252030734E-05,8.21679277578E-05,0.0408156402,0.0144676122,-0.0064849309,-0.0006302195,0,0,0,0,0,0.038,0,0,0,-0.0770833415,0.1490558601,9.7930571079,6.28126186834E-05,0.0005310946,-0.0011196252,0,0,0,0,0,0
1.55308850923292E+018,2.52895788435E-05,4.25904654549E-05,0.0417069681,0.0171993383,-0.006515215,-0.0006376605,0,0,0,0,0,0.038,0,0,0,-0.0642343637,0.1580345978,9.8146321642,0.0007021492,0.0011177092,0.0006045844,0,0,0,0,0,0
1.55308850925311E+018,2.52895788435E-05,4.25904654549E-05,0.0417069681,0.0144482689,-0.0065619431,-0.0006547943,0,0,0,0,0,0.038,0,0,0,-0.0667473554,0.1594532054,9.8013426125,-0.0006531596,-0.00030209,-0.0004957203,0,0,0,0,0,0
1.55308850927286E+018,-2.60140404862E-06,0.0002648688,0.0419989824,0.0134893468,-0.005641731,-0.0006702941,0,0,0,0,0,0.04,0,0,0,-0.0660560637,0.1493160703,9.798258791,0.001229363,0.0007536652,-0.0004416502,0,0,0,0,0,0
1.55308850929308E+018,5.37770620213E-06,-4.11187538703E-05,0.0408338644,0.0142267595,-0.0069816667,-0.0006571017,0,0,0,0,0,0.04,0,0,0,-0.0670002201,0.1709005918,9.7926700223,-0.0011888144,0.0006315576,0.0018562754,0,0,0,0,0,0
1.55308850931285E+018,1.74095293914E-05,0.0002841396,0.0411496647,0.0152456454,-0.0068028219,-0.0006418984,0,0,0,0,0,0.04,0,0,0,-0.0743465476,0.1565251391,9.8247864389,0.0017616222,0.001306086,-0.0012254014,0,0,0,0,0,0
1.55308850933278E+018,0.0002025951,-6.78583455738E-05,0.0412067287,0.0155675258,-0.0067073002,-0.0006572833,0,0,0,0,0,0.04,0,0,0,-0.0730789489,0.1680356754,9.795251568,-0.0001921692,0.0003966491,-0.0014769084,0,0,0,0,0,0
1.55308850935279E+018,-0.0001263364,7.46005825931E-05,0.0417126641,0.0162969615,-0.0075615554,-0.0006699353,0,0,0,0,0,0.04,0,0,0,-0.0901951013,0.1551157408,9.7899159837,-0.0001345932,0.0010916106,0.0004289557,0,0,0,0,0,0
