rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1553088507473093432,,0,,1553088507,472944780,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 41.0]"
1553088507491710561,,1,,1553088507,491588736,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 41.0]"
1553088507512006526,,2,,1553088507,511858131,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 41.0]"
1553088507533303369,,3,,1553088507,533171261,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 41.0]"
1553088507560854572,,4,,1553088507,560742652,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 41.0]"
1553088507572188217,,5,,1553088507,572086009,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 39.0]"
1553088507592460494,,6,,1553088507,592313934,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 39.0]"
1553088507613220739,,7,,1553088507,613142500,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 39.0]"
1553088507633348425,,8,,1553088507,633017125,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 39.0]"
1553088507653148912,,9,,1553088507,652843592,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 39.0]"
1553088507672727352,,10,,1553088507,672528123,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 42.0]"
1553088507694795642,,11,,1553088507,694577665,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 42.0]"
1553088507716988046,,12,,1553088507,716263945,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 42.0]"
1553088507734259854,,13,,1553088507,734009876,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 42.0]"
1553088507751458529,,14,,1553088507,751141471,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 42.0]"
1553088507773465487,,15,,1553088507,773199078,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507792195404,,16,,1553088507,791835473,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507820512314,,17,,1553088507,820174012,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507832412224,,18,,1553088507,832114028,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507851937597,,19,,1553088507,851484868,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507872788518,,20,,1553088507,872647909,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507891409979,,21,,1553088507,891138765,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507912677650,,22,,1553088507,912363457,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507932260175,,23,,1553088507,931874515,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507952607466,,24,,1553088507,952238256,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
1553088507972277715,,25,,1553088507,972006513,"""cf1/base_link""","[0.0, 0.0, 0.0, 0.0, 0.0, 40.0]"
