rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,values
1553088507478326004,,1,,1553088507,478128706,"""cf1/base_link""","[0.8629569411277771, -0.4058532416820526, -0.15106649696826935]"
1553088507495632385,,2,,1553088507,495533126,"""cf1/base_link""","[0.8815714120864868, -0.4178851246833801, -0.15033891797065735]"
1553088507515014157,,3,,1553088507,514862563,"""cf1/base_link""","[0.9438256621360779, -0.4050210118293762, -0.15318726003170013]"
1553088507536264754,,4,,1553088507,536143654,"""cf1/base_link""","[0.9940754175186157, -0.46678033471107483, -0.15236806869506836]"
1553088507564845453,,5,,1553088507,564704534,"""cf1/base_link""","[0.8262969255447388, -0.3260858356952667, -0.15291427075862885]"
1553088507576183162,,6,,1553088507,576003909,"""cf1/base_link""","[0.8575475811958313, -0.3532196879386902, -0.15314923226833344]"
1553088507596529999,,7,,1553088507,596357674,"""cf1/base_link""","[0.9466279745101929, -0.42165136337280273, -0.15290285646915436]"
1553088507618255415,,8,,1553088507,617950891,"""cf1/base_link""","[1.0314563512802124, -0.40588855743408203, -0.15358057618141174]"
1553088507638277903,,9,,1553088507,637911359,"""cf1/base_link""","[0.9699839353561401, -0.4477826952934265, -0.15167739987373352]"
1553088507658244934,,10,,1553088507,657882179,"""cf1/base_link""","[0.8339329957962036, -0.24420166015625, -0.15605534613132477]"
1553088507677723072,,11,,1553088507,677445858,"""cf1/base_link""","[0.8632968068122864, -0.36054790019989014, -0.15323524177074432]"
1553088507701794958,,12,,1553088507,701426153,"""cf1/base_link""","[1.002167820930481, -0.42259857058525085, -0.15144404768943787]"
1553088507721497547,,13,,1553088507,721197986,"""cf1/base_link""","[0.9541418552398682, -0.4567372798919678, -0.1511499434709549]"
1553088507737556275,,14,,1553088507,737219933,"""cf1/base_link""","[0.8768497705459595, -0.4204639792442322, -0.1515354961156845]"
1553088507756155127,,15,,1553088507,755930007,"""cf1/base_link""","[0.8367491960525513, -0.3022174537181854, -0.1555032730102539]"
1553088507779176606,,16,,1553088507,778843274,"""cf1/base_link""","[0.8457777500152588, -0.3389521837234497, -0.1525663137435913]"
1553088507796975753,,17,,1553088507,796642890,"""cf1/base_link""","[0.9178287386894226, -0.3909943401813507, -0.15232855081558228]"
1553088507823838959,,18,,1553088507,823502373,"""cf1/base_link""","[0.9115905165672302, -0.3866211175918579, -0.15154580771923065]"
1553088507837024260,,19,,1553088507,836798864,"""cf1/base_link""","[0.8403472304344177, -0.38495951890945435, -0.149978905916214]"
