rosbagTimestamp,size,header,data
1553088507597229421,10,80,"[3, 23, 1, 241, 74, 195, 85, 16, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
